1024 215279
0 293 708
1 388 702
1 525 635
0 404 1005
1 814 888
1 20 537
1 165 905
1 326 872
1 523 845
1 66 503
0 313 632
0 594 878
0 269 814
1 827 883
0 4 712
1 216 641
0 190 312
1 585 649
0 3 312
1 199 752
0 320 748
1 96 648
0 189 608
0 107 331
1 196 484
0 127 737
0 23 403
0 241 708
0 720 921
0 643 897
0 114 506
1 151 615
1 776 904
0 259 287
0 31 253
0 587 957
0 858 968
0 434 552
1 468 931
0 581 837
1 706 823
0 919 1010
0 501 988
1 245 319
1 207 604
0 93 738
0 111 615
0 373 492
1 878 975
1 363 878
1 371 874
0 548 902
0 735 808
0 91 884
0 72 986
0 744 924
1 10 438
0 325 460
0 345 756
1 702 719
1 691 876
0 561 857
0 198 445
0 581 958
0 899 974
0 555 568
0 585 751
0 99 563
0 93 302
0 538 773
1 58 497
1 613 952
1 468 851
0 167 453
0 337 864
0 320 482
0 883 891
1 597 888
1 596 610
0 6 258
1 171 748
0 521 783
1 680 981
1 294 975
0 868 1022
0 534 680
0 202 778
0 248 651
0 206 236
1 511 995
0 745 820
0 32 666
1 856 857
0 156 338
0 194 605
1 100 156
1 399 910
1 472 479
0 373 484
0 166 549
0 398 447
1 242 844
1 821 874
0 535 997
1 145 752
1 294 780
0 157 661
0 21 56
0 223 421
0 511 864
0 138 431
0 227 784
1 393 1004
0 515 539
1 163 283
0 729 837
0 113 523
0 666 733
0 143 941
0 410 735
1 37 705
0 152 955
0 386 497
1 241 708
1 375 397
0 636 896
0 246 641
0 703 850
1 145 476
0 107 429
0 158 287
1 76 226
1 173 885
0 126 814
0 202 928
0 170 850
0 84 104
1 150 857
1 42 987
1 283 1004
1 117 474
0 337 663
0 79 962
1 97 860
1 769 862
0 3 221
0 12 250
1 169 938
1 30 530
1 337 578
1 50 380
0 730 842
1 11 554
0 571 778
0 719 928
0 595 984
0 709 988
1 175 506
0 687 710
1 493 825
0 961 991
0 188 365
1 116 540
0 387 635
0 120 319
1 439 823
0 264 620
1 595 882
1 161 770
1 529 1007
1 761 872
0 279 634
0 415 970
0 209 253
0 267 429
1 197 866
0 331 875
1 280 568
1 353 925
0 472 965
0 191 969
0 139 321
1 738 855
1 45 447
1 903 935
1 60 955
1 90 934
0 538 759
1 409 629
1 248 752
1 366 445
1 148 754
1 253 852
0 217 721
1 123 950
0 90 441
1 756 780
0 383 979
0 849 919
0 41 592
1 157 439
0 404 420
0 697 945
1 31 127
0 94 595
0 616 890
1 542 780
0 224 842
0 425 822
1 42 746
1 784 847
0 36 1020
1 407 922
0 251 486
1 69 929
0 300 327
1 174 317
1 501 721
1 503 856
0 383 528
0 397 884
1 648 955
1 427 647
0 277 904
1 229 628
0 74 1014
0 532 865
0 231 510
0 459 760
0 432 612
1 128 550
1 121 329
0 677 835
1 434 717
1 381 918
1 182 408
0 81 831
1 589 772
1 475 919
1 288 341
0 163 902
1 362 539
0 788 803
1 59 961
0 63 74
1 789 794
1 257 936
1 180 272
0 209 694
1 22 688
1 359 774
1 594 934
1 352 519
0 807 873
1 417 445
0 488 723
1 190 795
1 131 850
1 74 465
0 3 667
1 340 775
0 431 594
1 508 887
0 479 710
1 84 104
0 141 984
0 227 670
1 252 656
1 9 504
0 474 476
0 923 986
1 35 677
0 2 120
0 34 245
1 591 850
0 125 589
0 889 996
0 304 1001
0 0 929
0 653 924
1 532 583
1 145 500
1 694 823
1 290 428
0 714 801
0 299 642
1 625 1022
1 149 680
0 240 561
1 595 624
0 72 467
1 367 608
0 151 951
1 70 131
0 707 933
0 302 1006
0 89 533
0 242 757
1 94 955
0 442 719
0 436 629
0 294 721
0 785 857
1 448 1002
1 320 455
0 341 370
1 36 775
0 365 959
0 52 277
0 224 518
1 529 940
1 111 649
0 482 573
1 264 803
0 862 928
0 179 313
1 96 403
1 13 1011
0 472 491
0 113 682
1 525 897
0 366 445
0 759 785
1 237 679
0 557 773
0 215 632
1 588 784
1 163 384
1 44 224
0 148 514
0 181 937
0 575 705
1 205 693
1 94 350
0 451 935
0 346 884
1 383 979
0 100 796
0 91 210
0 64 668
0 554 727
1 189 889
1 227 794
1 467 1012
1 444 922
1 267 766
1 468 476
1 1 335
1 526 613
1 365 1009
1 714 801
1 836 944
1 94 271
0 13 483
1 785 972
0 348 353
1 67 214
1 508 947
1 57 645
1 785 877
1 280 1001
0 110 588
1 447 604
1 331 650
0 304 773
0 148 212
1 377 399
1 121 505
1 294 756
1 63 74
0 254 909
0 736 803
0 342 463
0 191 304
0 743 1021
0 158 539
0 614 886
1 320 994
0 194 281
1 398 526
0 369 702
1 403 612
1 724 865
0 414 437
0 608 690
1 46 492
0 198 345
0 96 392
1 519 536
1 265 283
0 458 981
1 149 571
1 137 785
1 99 527
0 355 644
0 399 851
0 230 493
1 22 706
0 203 617
0 31 487
0 358 937
0 731 969
0 383 588
0 170 677
0 9 362
1 601 697
0 9 504
0 308 707
0 266 495
1 275 767
0 404 407
0 552 688
0 252 598
0 354 965
1 721 760
0 118 223
1 210 938
1 502 546
0 143 421
0 160 583
0 17 69
1 216 318
1 37 461
0 268 807
1 355 562
1 300 327
1 438 763
0 509 720
0 37 108
0 662 756
0 62 324
0 661 820
0 54 629
1 440 539
1 286 931
0 686 903
1 172 840
1 324 1013
0 28 249
1 170 707
1 31 123
1 51 925
0 628 847
0 52 700
1 558 604
0 598 1018
0 95 951
0 451 518
0 796 1019
0 75 843
1 499 544
0 304 793
1 257 627
1 271 337
1 84 832
1 402 993
0 526 651
0 147 1012
0 706 887
1 584 994
0 785 965
0 6 133
0 645 773
1 82 473
0 104 897
0 735 894
0 764 969
0 70 288
1 357 396
0 155 230
1 258 901
0 442 783
1 151 945
0 356 808
0 136 539
1 148 348
0 349 549
0 501 685
1 614 653
1 454 839
0 93 320
1 405 568
1 305 1021
1 211 845
1 98 680
1 269 420
1 157 1002
0 251 790
0 89 278
0 166 548
0 614 842
1 539 866
0 615 725
1 267 956
0 323 383
1 163 983
0 630 892
1 57 151
0 856 961
1 294 462
0 702 1008
1 324 560
1 212 655
0 396 848
1 96 546
1 10 646
0 661 925
0 650 825
0 560 808
0 38 885
0 795 960
1 521 966
0 364 1023
0 748 855
0 297 566
0 227 648
0 658 794
0 836 877
0 228 886
1 701 961
1 423 622
1 542 657
1 552 992
1 259 539
0 304 714
1 672 690
0 300 639
1 198 860
0 612 662
1 284 759
0 335 402
0 162 718
0 182 767
0 198 556
1 260 934
0 447 803
0 417 445
0 808 822
1 246 280
0 487 751
0 592 831
1 317 429
0 261 605
0 95 693
0 576 703
1 31 773
1 592 880
0 27 406
0 102 734
0 121 947
0 285 390
0 577 972
1 76 845
0 525 738
0 363 478
1 312 423
0 228 815
0 588 968
1 78 855
0 294 790
0 316 933
1 322 718
1 722 992
0 430 768
1 689 750
1 500 702
0 25 860
1 49 980
0 509 749
1 78 564
0 750 975
0 465 980
0 840 910
0 685 829
1 453 796
0 237 664
0 162 447
0 1 555
0 395 412
0 177 894
1 610 798
0 44 400
0 422 721
1 203 790
0 16 765
0 467 922
1 742 937
0 171 856
1 590 856
1 336 927
0 27 211
1 262 889
1 276 698
1 179 345
1 597 989
0 316 580
1 402 522
0 27 689
1 295 867
1 8 356
0 192 460
0 195 622
1 755 757
0 525 618
1 788 921
1 306 844
0 304 593
0 438 763
0 78 404
1 442 948
1 436 935
0 84 364
0 538 679
1 37 978
0 274 1003
1 74 536
1 247 791
0 205 296
0 726 1020
0 402 633
0 278 895
1 64 947
1 97 482
0 409 831
0 871 921
1 215 502
0 248 375
1 885 892
1 336 735
1 361 549
1 359 420
0 306 455
1 299 611
0 455 525
0 276 1013
1 201 324
0 192 505
0 400 465
1 200 940
0 323 336
1 921 1008
0 231 796
1 309 498
0 601 980
1 590 865
0 395 720
0 142 614
1 721 742
0 66 802
1 106 449
0 186 323
0 370 1016
1 359 1019
0 53 131
1 76 558
1 4 774
0 174 810
0 81 131
0 338 796
1 224 488
0 188 594
1 89 1007
1 677 1003
1 183 540
0 577 722
0 520 694
1 111 340
1 60 936
0 105 611
0 696 873
0 20 27
1 599 991
1 492 804
0 208 868
1 873 1023
0 765 881
0 8 237
1 642 974
1 322 523
1 5 936
1 4 1008
1 372 394
0 314 367
1 230 638
0 164 208
1 146 757
1 590 670
1 442 739
0 328 818
1 835 965
1 29 362
1 170 335
0 151 188
0 495 1015
0 368 685
0 328 674
1 80 82
1 591 815
0 255 574
1 170 850
0 39 716
1 242 738
0 452 701
0 61 345
1 207 420
1 382 978
0 145 727
1 820 955
1 621 679
1 275 568
1 209 587
0 273 454
1 17 752
0 128 363
1 765 792
0 238 370
1 623 890
0 396 575
0 702 719
0 134 1023
0 327 509
0 118 685
0 775 842
0 29 325
0 293 331
0 110 712
0 450 709
0 99 604
0 243 622
1 175 804
0 400 590
1 151 1017
1 109 207
1 293 787
0 613 754
0 880 934
1 206 652
0 150 985
1 318 753
1 372 586
0 146 649
1 235 362
1 687 921
0 215 380
0 491 945
1 244 551
1 294 847
1 92 856
0 502 558
1 307 621
1 693 810
0 253 452
0 28 894
0 507 941
1 82 961
0 59 256
1 538 631
0 230 928
0 122 129
1 59 335
1 69 171
1 27 942
0 619 1005
1 268 807
1 331 469
0 334 784
0 315 519
0 37 356
0 606 926
0 280 798
0 961 971
0 225 694
1 555 949
0 240 815
0 176 963
1 204 510
1 264 277
1 549 869
0 198 244
1 153 552
1 909 931
0 578 768
0 145 980
0 401 534
1 187 917
1 370 994
0 18 515
1 163 450
1 24 631
0 672 970
0 318 527
0 190 1020
0 584 642
1 914 992
1 428 793
1 123 534
0 373 1007
1 728 918
1 146 297
1 241 247
0 276 862
1 883 1023
1 6 195
1 264 983
0 614 894
1 47 276
1 164 296
0 580 631
1 565 962
1 67 107
1 112 417
1 596 923
0 511 526
1 357 873
1 178 641
0 52 248
0 522 607
1 325 801
0 587 921
0 777 998
0 103 374
0 410 550
1 73 265
0 6 92
1 452 718
1 251 651
1 55 929
1 448 820
1 337 525
1 137 390
1 29 526
0 440 1008
0 112 127
0 126 819
0 525 895
0 110 713
1 494 998
1 92 457
0 360 426
0 1 1021
1 345 743
1 587 993
1 370 418
0 9 826
1 586 662
0 711 789
1 301 852
1 477 717
0 20 950
1 590 870
1 685 715
1 603 632
0 258 448
1 297 644
1 51 909
0 51 857
0 141 863
0 319 810
1 600 606
1 215 301
0 375 802
1 144 267
1 41 264
1 35 668
0 997 1018
0 561 619
1 214 847
1 450 451
1 345 1001
0 596 876
1 356 808
1 312 817
0 142 494
0 465 946
1 214 845
0 491 1020
0 213 449
0 197 794
0 229 1014
0 168 625
1 181 335
0 258 955
1 234 254
0 562 813
0 337 984
1 254 459
1 383 572
0 528 882
0 348 385
1 265 883
1 17 471
0 369 603
0 265 822
0 260 579
0 304 928
0 33 153
1 354 1023
1 692 791
1 105 733
1 779 787
0 380 441
0 144 834
1 276 553
0 254 638
1 188 388
0 445 962
1 96 617
0 96 546
0 158 285
0 780 967
0 441 848
0 116 820
0 200 453
0 182 1023
1 365 574
0 266 385
0 478 788
0 560 960
1 510 852
0 223 257
0 754 828
1 155 554
1 256 471
0 532 731
0 125 510
1 238 818
0 599 621
0 218 916
0 821 938
0 125 617
1 207 438
0 13 684
1 696 881
0 663 1000
1 602 915
0 10 891
1 768 907
0 445 627
1 31 614
0 87 218
1 239 372
0 406 619
0 181 773
1 923 928
1 183 862
0 111 716
1 245 529
0 299 335
1 745 805
1 348 549
0 268 603
1 438 628
0 352 757
0 216 244
0 451 596
1 427 800
1 567 1015
1 811 892
0 799 860
1 516 527
1 34 1008
0 869 908
0 971 992
0 137 359
0 112 730
1 211 927
0 795 1021
1 22 1022
0 51 608
1 157 749
0 182 489
1 85 943
0 347 541
1 765 881
1 255 989
1 545 888
0 106 189
0 289 618
1 363 553
0 269 927
1 155 161
1 618 622
0 318 573
0 866 1002
0 334 521
0 371 791
0 198 909
1 182 860
1 388 671
1 641 773
0 336 679
0 12 205
0 544 757
0 232 341
0 325 857
0 637 915
1 22 268
0 45 548
1 383 546
0 264 637
1 331 435
0 641 799
1 281 806
1 239 376
0 93 538
1 307 942
0 182 408
1 321 332
1 285 373
0 297 840
0 208 461
1 134 580
0 765 940
1 344 390
1 370 1016
1 120 555
1 400 993
0 608 674
1 606 759
0 487 873
1 218 355
0 752 970
1 309 908
1 289 1020
0 294 812
0 354 892
1 44 806
0 143 385
0 253 723
0 210 577
1 481 841
0 689 852
0 252 687
0 592 676
0 681 738
1 14 387
1 70 732
1 777 789
0 20 1000
0 869 1011
1 271 801
1 30 668
0 367 869
1 190 444
1 174 556
0 308 920
1 9 495
0 835 921
0 27 370
1 582 959
1 372 598
0 356 618
0 79 193
1 378 483
1 500 660
0 383 572
0 378 655
1 318 681
1 30 919
1 103 110
1 435 520
1 148 758
1 21 98
0 223 404
0 280 946
0 309 568
0 18 288
1 422 494
1 21 242
1 615 694
1 135 959
1 532 645
1 367 968
1 596 687
1 274 620
1 671 672
1 431 588
0 262 454
0 333 1013
0 105 970
0 895 925
1 394 721
1 504 973
1 49 107
0 742 846
1 319 892
0 286 486
1 562 636
0 139 403
0 69 929
0 83 520
0 207 738
1 520 633
1 800 881
1 111 729
1 205 239
0 996 1007
0 493 709
1 61 588
1 83 321
0 643 675
1 529 963
1 407 838
0 65 147
0 819 917
0 243 996
1 80 766
0 94 104
0 797 892
0 134 173
1 32 767
0 294 961
1 124 651
0 703 918
0 676 696
0 344 535
0 585 862
1 312 325
0 164 947
0 35 677
1 89 234
0 535 568
1 517 859
0 125 802
1 153 786
1 18 849
0 105 752
0 126 593
1 688 763
1 835 973
0 730 794
0 106 795
1 807 915
0 201 716
1 551 592
0 653 779
0 231 537
1 75 656
1 87 106
0 243 744
0 268 687
1 314 425
0 266 731
0 413 574
1 229 924
0 636 737
0 45 836
0 45 685
0 423 959
0 112 337
0 256 573
0 686 944
1 346 745
0 343 950
1 238 340
1 687 800
0 272 749
1 302 875
0 445 695
0 381 406
0 69 447
0 143 252
1 372 636
0 99 690
0 382 484
0 350 641
1 896 971
0 82 998
1 419 619
1 118 715
1 201 644
0 730 1017
0 334 1018
0 226 532
0 4 142
0 235 840
1 216 509
0 522 988
1 329 423
0 436 797
1 856 922
1 539 803
1 67 928
1 241 410
1 372 568
1 191 735
1 430 861
0 657 866
0 51 280
0 12 645
1 102 615
1 476 710
0 627 892
0 310 852
0 437 923
1 664 772
1 622 832
0 274 619
1 627 905
1 292 1021
1 203 466
1 393 957
0 129 206
1 467 997
1 577 913
0 923 1010
1 529 842
0 797 907
0 196 621
1 362 907
1 241 845
1 831 859
0 652 890
0 824 863
1 390 800
1 186 874
1 855 910
1 526 856
0 689 920
1 584 933
1 161 1007
1 255 851
1 575 832
1 332 588
1 439 827
0 102 140
1 36 923
1 262 683
1 268 737
1 38 497
0 185 566
1 78 833
0 227 1014
1 43 119
0 293 693
1 127 596
0 212 256
0 882 932
1 49 1022
1 809 863
0 411 702
0 1 931
0 443 675
1 401 559
1 244 432
0 38 931
1 61 448
1 178 232
1 137 151
1 272 845
0 915 937
1 524 827
0 302 721
1 191 304
1 182 460
0 382 938
1 949 1022
0 216 378
0 262 274
1 156 512
1 656 757
1 62 169
0 621 726
1 514 607
1 87 600
0 101 618
0 462 529
1 273 351
1 465 964
0 105 279
0 560 610
0 623 891
1 120 312
0 2 1022
1 414 683
1 287 527
0 730 757
0 220 525
0 862 971
0 822 865
1 634 904
0 292 454
1 132 800
0 496 952
0 264 983
0 34 935
0 518 816
0 180 1022
0 644 892
0 222 424
0 574 879
0 406 674
1 350 667
0 88 422
0 406 639
1 372 905
1 381 814
0 278 1007
0 650 1017
0 59 514
1 626 878
0 39 572
0 153 953
1 18 305
0 847 921
1 190 776
1 853 916
1 62 803
0 715 859
0 235 570
0 278 774
0 602 842
0 122 290
0 841 1008
1 11 768
1 389 513
1 432 570
0 101 768
0 896 910
1 52 253
0 774 1010
1 264 876
1 35 987
0 98 759
0 446 984
1 506 813
1 246 482
1 437 915
0 142 771
0 208 889
0 203 343
0 169 294
1 224 297
0 305 709
1 266 385
1 490 505
1 696 873
0 251 257
1 249 526
1 11 214
1 844 946
0 388 816
0 304 496
0 62 89
1 336 721
1 691 982
1 195 670
0 196 484
0 653 778
0 180 905
0 331 752
0 249 381
1 26 920
1 241 718
1 74 232
1 91 997
0 298 980
0 391 871
0 600 986
1 763 994
1 236 473
1 734 851
1 542 662
1 592 986
0 315 1003
0 159 704
0 263 1023
0 36 571
0 131 962
0 784 937
1 218 307
0 136 256
1 418 419
0 247 561
1 363 865
0 28 670
1 208 795
1 217 802
0 127 256
0 495 765
0 747 900
1 431 971
1 395 863
0 134 379
1 829 948
1 387 631
1 246 393
1 677 994
0 475 717
1 366 586
0 651 764
1 538 586
0 566 624
0 466 758
1 188 703
0 128 651
1 662 1016
1 469 986
1 36 635
1 77 366
0 814 884
1 174 496
0 597 888
0 308 364
1 495 816
1 685 852
1 89 619
0 574 708
0 416 487
1 271 500
0 386 557
1 417 786
0 588 623
1 266 661
0 620 810
1 162 840
0 169 764
0 744 998
1 511 707
0 307 582
0 219 813
0 92 992
0 600 999
1 107 187
0 656 757
1 91 111
1 693 847
0 172 519
0 537 778
0 605 941
1 709 1011
0 182 730
1 255 936
0 216 650
1 21 449
1 104 387
0 618 625
1 411 810
1 251 414
1 512 920
0 201 643
1 117 892
1 200 698
0 301 593
0 22 712
0 214 996
1 68 183
1 534 659
0 79 874
0 23 910
1 348 381
1 786 819
0 413 649
0 270 642
1 137 962
0 151 518
0 428 782
1 114 474
0 821 932
1 896 1013
1 847 892
1 402 932
0 512 829
1 199 735
0 459 485
1 409 1007
0 823 973
0 56 189
0 882 907
0 43 418
1 617 956
1 754 980
0 47 728
0 409 919
0 3 401
0 355 819
1 792 992
0 907 918
0 7 557
1 260 738
1 510 513
0 801 909
1 310 942
0 204 515
1 33 379
0 680 705
1 404 558
0 205 405
1 768 904
0 121 898
1 300 795
0 179 1023
0 567 963
1 365 776
1 737 900
0 245 818
0 511 811
0 392 790
1 659 837
1 531 756
1 822 872
1 171 682
0 668 963
0 345 445
1 27 212
0 292 374
1 285 732
0 227 238
1 44 521
0 168 270
0 245 832
0 477 717
0 17 147
1 90 680
0 142 629
1 654 840
0 4 699
1 369 494
0 165 953
1 65 605
0 292 396
1 49 799
0 271 561
0 439 561
0 263 286
0 193 331
0 211 1011
1 563 914
1 414 628
1 552 871
0 862 907
1 374 662
0 794 855
0 25 567
0 523 613
0 531 534
1 311 544
0 312 972
1 236 297
0 264 435
1 217 766
1 179 808
0 91 698
0 504 896
1 415 777
1 198 483
0 601 639
0 503 1015
0 311 404
1 221 804
1 77 314
0 553 911
1 913 920
1 422 987
1 35 819
1 232 955
0 16 158
0 177 543
1 204 981
1 10 1023
1 413 787
1 156 722
1 119 221
0 777 789
1 333 452
1 932 981
0 602 993
0 21 80
0 186 896
0 310 969
1 304 773
0 278 411
0 423 738
0 38 455
0 497 815
0 674 898
1 378 430
0 316 559
0 918 967
0 762 987
0 305 1015
0 507 595
1 28 863
0 285 412
0 237 499
0 143 606
1 237 600
0 441 714
0 754 914
0 494 692
0 450 622
1 306 928
1 636 670
1 47 722
1 960 966
1 712 785
0 60 865
0 613 952
0 220 816
0 364 634
1 110 661
0 808 916
0 294 466
0 202 267
0 12 1010
0 174 317
0 312 817
0 218 426
0 608 628
1 98 965
1 93 746
0 341 366
1 579 915
1 52 776
1 298 699
1 492 746
0 667 871
1 437 931
1 462 529
0 500 748
0 442 948
0 867 963
0 4 530
1 133 678
1 330 870
1 15 167
0 433 617
1 513 947
1 342 614
0 91 869
0 847 952
1 300 484
0 296 569
1 289 755
1 139 635
1 48 437
0 21 192
1 628 862
0 17 353
0 110 603
0 437 839
1 412 788
0 337 510
1 587 930
0 325 393
0 292 982
1 304 887
0 143 813
1 490 514
0 662 870
1 504 896
0 228 817
0 584 994
1 396 741
0 579 741
1 270 941
0 624 816
1 649 919
1 46 837
0 523 944
1 643 1009
0 96 204
0 256 471
1 155 553
1 577 900
1 344 618
1 297 824
0 77 424
1 572 702
0 204 582
0 442 827
0 467 787
1 549 946
0 461 543
1 180 421
0 815 980
1 60 770
1 568 715
1 532 865
1 154 487
1 3 221
1 548 648
0 378 985
1 365 893
1 296 548
1 712 989
1 329 419
1 25 351
1 207 762
0 105 735
1 388 520
0 665 937
0 563 816
1 247 844
1 602 993
1 821 932
1 216 378
0 47 317
0 200 1022
0 780 950
1 9 441
1 190 266
0 467 650
0 1000 1006
1 777 835
0 152 461
0 128 393
0 311 932
1 228 762
1 597 888
1 281 718
1 441 844
0 731 1003
0 507 540
1 286 1011
0 128 905
1 270 332
0 51 621
0 214 785
0 522 656
1 103 414
1 308 904
0 160 945
0 351 916
1 847 1009
0 284 718
0 110 498
0 888 975
1 573 1012
1 75 175
0 635 817
1 288 609
0 326 582
0 395 439
1 658 783
0 21 332
1 196 519
0 69 521
0 576 887
1 108 814
1 570 679
1 270 857
0 83 180
0 93 615
0 156 559
0 235 517
1 677 844
1 88 896
1 397 637
1 386 441
0 128 725
0 56 855
0 122 616
1 254 638
0 768 842
1 527 798
1 144 767
1 16 153
0 6 536
1 2 740
1 459 910
0 72 382
0 255 791
1 524 933
0 637 969
1 792 853
0 96 108
1 848 998
1 177 193
0 799 866
1 303 559
0 334 600
1 343 638
0 813 904
0 322 855
1 310 462
1 466 796
1 1 309
0 927 998
0 259 922
1 253 970
0 122 597
0 202 568
0 23 567
0 13 1011
0 616 764
0 125 139
0 94 1017
0 157 534
1 76 394
0 548 991
0 86 306
0 35 851
0 536 602
0 69 212
1 137 991
1 393 685
0 460 493
1 512 713
1 430 697
0 428 460
0 28 79
0 290 305
1 290 746
0 51 361
0 254 308
1 137 929
1 378 572
0 42 940
0 55 450
1 272 833
0 545 550
0 270 1020
0 596 920
1 65 238
0 284 466
1 8 866
1 401 440
0 232 991
1 265 306
0 883 944
0 763 994
1 339 345
1 368 853
1 575 727
1 655 999
1 934 1019
1 19 193
1 12 205
1 529 932
0 170 829
1 141 902
0 524 976
0 728 871
0 515 941
0 63 86
0 238 659
1 386 574
1 168 636
1 87 511
1 362 458
1 275 818
0 268 470
1 330 614
0 368 832
0 59 502
0 458 874
0 282 578
1 266 749
1 207 816
1 866 981
0 510 1008
1 595 916
0 355 625
0 244 432
0 434 974
0 422 573
0 331 429
0 859 901
0 663 922
0 276 594
0 219 749
0 68 415
0 220 858
0 182 473
1 104 647
0 14 866
0 51 981
1 252 685
0 78 501
1 0 373
0 206 677
0 61 818
0 198 645
0 600 606
0 100 492
1 20 445
0 338 986
1 36 268
1 26 980
0 39 511
1 366 373
0 130 968
0 807 947
1 595 644
1 62 707
1 693 763
0 41 364
1 72 800
0 337 617
1 16 346
0 134 531
1 859 1001
1 15 837
0 284 530
1 535 891
1 381 860
0 309 599
1 142 552
1 106 492
1 114 209
1 256 696
0 272 845
1 478 555
1 679 773
1 426 958
0 914 945
0 650 684
0 31 148
0 269 327
0 444 953
0 872 918
1 169 581
1 485 821
1 234 239
1 39 212
0 18 849
1 411 877
1 911 977
1 66 981
1 206 460
1 511 896
0 22 775
0 887 969
0 34 678
1 205 494
1 572 646
1 663 850
1 680 800
0 565 1016
1 7 549
0 654 840
0 563 935
0 91 858
0 421 941
1 28 649
0 445 449
0 246 1021
0 47 895
1 478 552
0 411 654
0 911 1008
1 245 897
0 881 1020
1 349 767
0 51 282
0 72 699
0 132 884
1 250 1015
1 877 906
1 167 361
1 581 740
0 327 619
0 731 773
1 206 311
0 404 994
1 593 824
1 740 850
0 815 839
1 303 842
1 333 420
1 263 1023
1 681 746
1 190 295
0 347 707
0 308 690
1 410 904
0 17 836
1 517 733
0 438 563
1 124 690
1 826 863
1 566 691
0 445 639
0 823 909
0 297 889
1 231 853
0 739 934
0 749 798
1 515 590
0 508 1002
1 294 842
0 190 218
0 182 880
0 76 740
1 184 600
0 401 788
0 14 175
0 663 893
1 524 854
0 339 680
0 187 831
1 588 832
0 131 1009
0 241 708
1 708 709
1 251 803
1 23 283
0 455 978
1 158 854
0 970 979
1 113 499
0 298 594
1 99 541
1 385 414
0 495 959
0 211 434
1 332 997
0 312 519
0 955 1001
0 100 340
1 558 817
1 595 792
0 410 952
1 157 933
1 188 220
0 716 801
1 462 999
0 90 680
0 308 659
0 843 940
1 174 318
0 15 772
1 218 772
0 144 596
0 669 897
0 412 523
1 631 1009
1 183 532
1 475 859
1 287 658
1 199 943
0 760 954
1 127 756
0 124 610
0 938 1011
1 849 919
0 363 555
1 543 567
0 568 921
1 134 842
0 454 757
0 133 682
0 224 969
0 153 833
0 243 781
0 923 951
0 66 468
0 387 881
1 740 1008
1 555 1002
1 383 955
1 127 796
0 21 497
1 275 983
0 202 880
0 495 782
0 67 963
0 34 703
0 633 998
1 321 571
0 891 917
1 677 919
0 508 643
1 102 419
0 282 966
0 50 833
1 409 805
1 357 553
1 427 626
0 650 923
1 27 100
1 523 752
1 49 583
0 180 711
1 308 582
1 560 956
0 521 940
0 320 763
1 732 881
0 421 948
0 839 1003
0 41 341
0 914 1002
0 163 384
1 453 526
0 280 480
1 29 283
0 339 500
1 14 112
0 177 525
1 254 995
0 496 810
0 66 976
1 449 786
1 283 518
0 601 742
0 360 818
1 499 589
1 727 792
1 547 670
0 407 665
0 334 381
1 816 964
0 198 1003
1 376 1009
0 387 464
0 112 279
0 418 936
1 540 626
1 142 909
0 143 229
0 352 796
1 12 558
0 243 575
0 597 835
1 185 277
0 289 554
0 430 445
1 214 903
0 587 993
1 369 561
1 185 269
0 459 844
0 405 874
0 11 363
0 625 1004
0 114 735
0 494 758
0 657 858
0 834 994
0 476 756
0 155 732
1 428 996
1 841 997
0 560 602
0 112 542
1 25 380
0 841 997
0 258 586
1 163 305
0 54 422
0 482 1004
1 297 529
0 702 747
1 198 1003
1 15 885
0 188 1013
1 35 719
1 637 796
0 20 429
0 772 875
1 73 579
0 281 567
0 325 578
1 218 782
0 8 36
0 313 720
1 93 239
1 44 254
0 705 947
1 736 935
0 761 845
1 154 598
0 90 958
0 103 480
0 909 966
0 726 777
0 332 916
0 70 947
0 304 865
1 171 689
0 581 635
0 181 436
0 499 835
0 90 840
0 254 698
1 873 917
0 104 184
0 96 536
1 205 893
0 471 836
1 117 320
1 319 898
1 266 375
0 451 612
0 648 843
0 515 835
1 850 852
0 423 686
1 272 276
0 546 763
0 212 432
0 367 879
1 224 977
0 563 955
0 668 801
0 232 438
0 251 624
0 169 574
1 141 900
0 533 918
0 423 740
1 710 791
1 172 237
0 103 474
1 14 984
1 88 400
0 371 992
1 260 889
0 388 684
0 194 930
1 584 961
0 375 739
0 287 849
1 205 968
1 61 696
1 534 869
0 729 858
0 206 708
1 208 379
1 579 820
1 50 421
0 106 831
0 104 692
0 691 712
0 757 795
1 377 760
0 207 424
0 691 876
0 273 824
0 365 761
1 269 880
1 612 1012
0 157 217
0 136 947
0 138 827
0 623 781
0 223 237
0 333 911
1 59 199
1 280 782
1 273 289
1 122 688
0 134 237
1 563 596
0 166 863
0 351 517
0 814 962
1 468 693
0 48 252
0 249 255
1 305 659
1 171 185
0 299 432
1 525 718
0 32 206
0 464 968
1 103 242
1 410 962
1 239 480
1 681 819
0 110 876
1 301 1007
1 539 815
1 4 630
1 15 388
0 637 882
1 118 530
1 348 852
1 45 537
0 529 605
0 538 768
1 847 1020
0 366 547
0 66 446
0 70 981
0 123 686
1 494 1022
0 171 520
0 16 835
0 27 96
1 117 603
0 354 907
1 210 614
0 445 513
0 217 378
1 437 776
0 47 218
1 293 987
1 830 1006
0 467 530
0 499 819
1 114 275
1 564 622
0 513 573
1 272 769
0 409 946
1 326 409
0 318 629
0 368 964
1 453 927
1 172 816
0 88 444
0 551 747
1 263 635
0 200 501
1 245 900
0 597 660
1 294 860
0 809 870
