1024 215279
0 521 730
0 794 836
0 497 1009
0 676 822
0 94 945
0 603 1022
0 406 439
0 662 715
0 442 455
0 214 300
0 898 950
0 46 268
0 777 926
0 521 692
0 38 1000
0 122 560
0 51 130
0 460 542
1 400 974
0 31 499
0 611 849
0 301 382
0 269 454
1 189 629
0 609 918
0 297 919
1 757 763
0 154 593
0 652 841
0 188 811
0 83 91
0 51 873
0 385 555
1 107 733
0 421 845
0 78 504
0 439 987
0 251 1018
0 4 327
0 16 602
1 436 603
1 176 381
0 795 818
0 99 582
0 186 481
0 503 886
0 106 235
0 66 784
0 336 560
0 25 638
1 78 959
0 403 999
1 781 848
0 474 985
0 696 853
0 227 566
1 151 895
0 615 981
0 420 779
0 591 919
0 311 955
0 91 806
0 20 335
1 73 624
0 550 686
0 827 894
0 119 375
0 175 636
1 732 950
0 20 133
0 313 697
0 278 824
0 701 991
0 53 421
0 620 942
0 4 628
0 204 752
1 467 776
0 722 730
0 636 777
1 663 801
0 548 826
0 211 877
0 140 863
0 222 569
0 790 911
0 217 399
0 295 601
0 245 857
1 914 964
0 466 611
0 73 215
0 248 922
1 81 629
0 569 644
1 475 777
0 62 712
0 889 904
0 274 828
0 158 776
0 399 767
0 338 728
0 273 431
0 242 754
0 50 99
0 9 466
0 51 161
0 55 655
0 212 693
0 437 484
0 304 455
0 492 608
0 476 516
0 535 781
0 278 384
0 177 1002
0 402 659
1 6 319
0 105 604
0 45 661
0 639 736
0 364 698
0 567 1013
0 902 928
1 295 812
0 338 498
0 608 996
0 542 653
1 34 328
0 266 350
0 322 864
0 224 798
0 80 729
0 132 771
0 79 695
0 79 558
0 445 818
0 508 1014
0 290 314
0 372 944
0 657 928
0 480 510
1 307 974
0 721 991
0 600 955
0 30 380
0 602 853
1 74 124
0 325 994
0 257 538
0 186 437
1 388 485
0 164 948
0 484 1005
0 126 727
0 686 1023
0 29 985
1 33 665
0 640 795
0 20 639
0 19 336
1 269 578
0 586 968
0 89 348
0 390 831
0 401 670
0 369 603
0 106 269
0 564 872
0 113 441
0 175 583
1 291 473
0 176 603
0 109 861
0 194 888
1 139 568
0 477 824
0 141 858
0 419 984
0 511 961
0 414 951
0 178 476
0 514 979
0 306 580
0 81 663
1 800 996
0 976 1020
0 325 477
0 245 454
0 304 639
0 548 920
1 111 919
0 175 908
1 657 701
0 450 858
0 435 937
1 655 691
0 58 643
1 121 325
0 72 152
0 506 594
0 230 991
0 299 768
0 453 1019
0 550 593
0 335 530
1 282 753
0 65 537
0 43 752
0 794 840
0 136 872
0 180 610
0 786 854
0 449 994
0 707 731
0 97 847
1 552 717
1 487 571
0 721 777
0 218 688
0 10 1013
0 248 695
1 606 765
0 211 396
0 470 859
0 36 104
0 531 855
0 219 809
0 111 636
1 592 927
0 365 371
0 160 852
0 45 689
0 94 506
0 890 969
0 165 742
0 322 473
0 828 955
0 53 521
0 304 445
1 348 815
0 533 822
0 525 912
0 377 575
0 352 894
1 132 994
0 737 898
0 226 829
0 452 1014
0 486 672
0 75 236
0 909 931
0 489 920
0 19 670
0 379 924
0 72 626
0 374 888
0 435 790
0 577 847
1 659 954
1 202 212
0 320 458
0 40 309
0 394 751
0 274 976
0 144 558
0 608 971
1 438 628
0 115 983
0 219 596
0 170 323
0 451 711
0 179 501
0 154 476
0 609 632
0 326 510
0 408 756
0 46 174
0 143 606
0 37 698
0 497 907
0 125 226
0 198 643
0 3 439
0 226 923
1 184 974
1 44 601
0 130 258
0 139 227
0 247 269
0 46 610
0 278 610
0 440 521
0 734 967
0 286 855
0 712 882
0 137 688
0 546 552
0 432 714
0 417 808
0 431 852
0 941 1004
0 83 856
1 848 1003
0 259 712
0 247 303
1 573 864
0 487 541
0 571 737
0 24 28
0 621 991
0 99 337
1 88 625
0 214 675
0 380 546
1 34 788
0 287 773
0 255 817
0 384 437
0 293 358
0 318 328
0 278 743
1 456 730
0 241 737
1 898 950
0 922 927
0 922 955
0 117 302
0 886 907
0 402 1016
0 304 469
0 34 277
0 233 994
0 165 257
1 120 856
0 100 114
0 624 1009
1 607 786
1 819 1017
0 63 815
0 332 907
0 51 224
0 841 1008
0 97 350
0 337 868
0 75 928
1 219 556
0 525 978
0 322 621
0 203 333
0 379 820
0 32 992
1 755 963
1 73 923
0 50 56
0 187 890
0 644 714
0 636 807
0 282 937
0 109 485
0 96 108
0 111 764
0 92 401
1 280 597
0 533 634
0 205 954
0 369 595
0 562 756
0 788 973
0 803 824
0 231 473
1 89 757
0 458 717
0 701 861
0 19 22
0 256 621
0 252 1004
1 323 431
1 227 1010
0 773 922
0 236 389
1 127 166
0 698 1007
0 470 499
0 247 862
0 164 371
0 93 900
0 56 252
0 78 394
0 919 972
0 641 962
0 939 945
0 668 736
1 20 867
0 77 266
0 454 772
0 646 775
0 272 624
1 446 828
0 97 644
0 901 1015
1 67 591
0 172 697
1 331 742
0 104 669
0 268 318
1 622 667
1 57 413
1 282 933
0 401 712
0 543 656
0 401 403
0 237 838
0 479 857
0 437 967
0 28 762
1 625 977
0 585 695
0 199 536
0 311 556
0 898 960
1 95 611
1 12 231
0 817 1016
1 125 579
1 627 693
0 68 874
0 390 559
0 333 867
0 659 688
0 839 938
0 210 925
0 289 564
0 616 760
0 64 642
0 391 949
0 728 961
0 36 503
0 46 470
0 827 898
0 218 372
1 281 430
0 264 863
0 420 742
0 742 884
0 346 986
0 389 898
1 158 926
1 156 753
0 843 866
0 266 394
0 90 730
0 107 466
0 710 1015
0 170 228
0 602 687
0 485 603
0 522 969
0 352 584
1 603 740
0 785 840
0 194 370
0 281 505
0 757 824
1 508 944
0 323 529
0 217 901
0 572 576
0 108 163
0 267 441
0 127 596
0 511 890
0 505 846
1 450 858
1 487 541
0 1 996
0 51 796
1 244 453
0 315 409
0 166 386
0 255 604
0 41 572
0 358 516
1 82 992
0 72 539
1 390 722
0 582 907
1 419 981
0 280 788
0 441 714
0 217 218
0 144 874
1 469 1006
0 195 845
0 211 301
0 425 875
0 627 843
0 497 721
0 690 1002
0 555 739
0 506 722
1 231 615
0 423 596
0 535 857
0 22 903
0 232 390
0 137 695
0 318 368
0 273 984
0 222 810
0 550 824
0 319 447
0 131 233
0 765 774
0 664 726
0 293 307
0 309 667
1 147 328
0 125 825
0 340 698
0 102 138
0 13 593
0 351 364
1 155 774
0 110 150
0 54 767
0 515 990
0 62 950
0 845 876
0 378 974
0 512 816
0 99 964
0 680 994
0 29 77
0 224 253
0 497 836
0 114 171
0 188 475
1 97 644
0 104 937
0 391 448
0 961 1001
0 139 906
0 421 733
0 57 217
0 49 590
0 395 428
1 1002 1003
0 356 741
0 316 869
0 211 464
0 871 945
0 789 832
0 429 945
1 504 634
1 6 630
1 313 891
0 678 839
0 409 942
0 830 1011
0 303 735
0 236 252
1 353 871
0 31 933
0 392 577
0 665 769
0 619 744
0 60 495
1 28 924
1 55 99
0 709 799
0 84 117
0 435 795
0 541 864
1 55 383
0 636 790
1 413 810
0 14 599
0 692 841
0 227 961
0 149 461
0 592 759
1 365 843
0 553 639
0 515 1004
1 824 975
0 708 869
0 33 230
0 376 390
1 227 833
0 397 605
0 184 546
0 669 744
0 388 751
1 305 627
0 717 995
1 47 49
0 575 862
0 138 177
0 137 803
0 44 216
0 11 718
0 89 725
1 395 800
0 50 721
0 972 976
0 158 665
0 30 211
0 818 881
0 277 694
0 108 930
0 393 750
0 281 415
1 106 235
0 600 930
0 59 403
0 350 359
0 119 372
0 77 755
0 43 859
1 361 705
0 172 745
0 107 848
0 638 1005
0 10 692
0 790 989
0 769 967
1 223 803
0 71 922
1 80 877
0 432 994
0 275 369
0 70 227
0 494 807
0 728 992
0 842 931
0 108 622
0 532 923
1 153 494
1 262 468
1 594 931
1 58 943
0 18 736
0 626 694
0 281 436
0 316 433
0 535 993
0 329 341
0 947 955
0 219 333
0 38 573
0 368 611
0 823 899
1 37 309
0 247 516
1 240 334
0 855 865
0 412 505
0 311 785
0 278 564
0 157 250
0 254 763
0 76 91
1 489 570
1 955 957
0 13 245
0 297 441
0 583 742
0 94 757
1 218 983
0 77 362
0 153 544
0 100 834
0 231 541
1 451 814
0 67 956
0 398 711
0 297 581
0 461 466
1 719 752
1 184 762
1 82 787
0 525 582
1 445 742
0 416 580
0 485 671
0 276 837
0 407 951
0 200 386
0 446 845
1 518 877
0 49 426
0 173 691
0 717 798
0 610 620
1 5 788
0 16 72
0 157 1019
0 149 849
1 80 614
0 262 579
0 447 802
0 517 557
0 269 566
1 737 896
0 511 604
0 146 150
0 162 288
0 506 512
0 61 515
0 726 935
0 107 821
0 144 416
0 198 484
0 331 938
0 208 366
0 288 660
1 517 961
0 349 480
1 224 697
0 577 789
0 659 849
0 474 930
0 549 1020
1 157 174
0 355 983
0 748 848
0 190 260
0 185 376
0 588 710
0 156 1007
0 195 635
0 33 75
0 380 915
0 431 588
0 156 421
0 47 835
0 84 737
0 286 631
0 196 358
1 442 447
0 33 122
0 480 865
0 733 842
0 188 934
0 448 662
0 301 662
0 325 706
1 257 459
0 617 686
0 445 945
1 537 783
0 245 784
0 592 847
0 85 466
0 196 449
0 430 819
0 67 908
0 340 894
0 713 950
1 342 409
0 725 1023
0 277 649
0 351 952
0 259 369
0 662 758
0 494 555
0 667 781
0 552 749
0 179 908
1 480 734
0 567 767
0 75 690
0 881 962
0 437 851
0 188 740
0 481 839
0 607 726
0 73 748
0 25 956
0 238 449
0 480 573
0 109 464
0 432 997
0 260 290
0 16 908
0 110 459
1 215 221
0 443 634
1 133 503
0 151 267
0 201 670
1 205 954
0 658 764
0 638 944
0 386 619
0 381 761
0 58 652
0 146 199
0 106 210
0 605 918
0 758 994
0 442 848
0 464 834
0 114 958
0 284 665
0 851 916
0 114 700
0 15 124
1 106 579
0 53 404
0 312 428
0 101 706
0 412 836
0 34 283
0 59 238
0 11 892
1 420 774
0 128 234
0 153 810
0 378 662
0 426 1017
0 6 477
0 704 919
0 20 831
0 426 939
0 73 426
0 822 867
0 152 592
0 20 671
0 21 190
0 28 292
0 68 268
0 467 501
0 281 343
0 661 777
0 256 610
0 470 481
0 78 758
1 92 404
0 566 822
0 634 762
0 300 967
0 548 900
0 148 531
0 714 825
0 635 802
0 633 804
0 314 790
0 502 641
0 714 762
0 606 958
0 224 867
1 223 285
1 21 474
1 298 327
1 194 613
1 85 615
0 84 445
0 392 682
0 581 935
0 188 351
0 760 991
0 338 766
0 78 479
0 121 217
0 618 884
0 608 970
0 157 853
0 264 382
0 37 804
0 366 614
0 174 408
0 271 496
0 117 156
0 7 1015
0 267 791
0 526 1008
1 497 839
0 623 702
0 139 672
0 331 335
0 462 1000
0 191 215
0 467 715
0 971 1010
0 145 520
0 511 637
0 558 887
1 968 987
0 324 672
0 206 409
0 365 576
0 291 354
0 26 415
0 262 394
0 850 874
0 56 232
0 160 406
0 672 740
0 567 713
0 229 770
0 439 447
0 658 1016
0 633 815
0 454 755
0 337 599
0 6 542
0 348 561
0 477 819
0 81 634
0 104 387
0 364 963
1 116 613
0 116 540
0 101 773
0 23 267
0 113 544
0 443 535
1 104 919
0 655 677
0 42 777
0 302 333
0 83 896
0 40 628
0 26 822
1 578 614
0 52 696
0 131 1000
0 121 706
1 75 676
0 353 967
0 217 865
0 49 77
0 369 778
0 190 575
1 140 863
1 168 523
0 249 474
0 332 865
0 29 758
0 220 972
0 143 926
0 241 755
0 183 657
0 273 489
0 421 742
0 197 295
0 582 758
0 15 628
0 247 856
0 84 400
0 331 797
0 368 801
0 279 633
0 351 972
0 329 727
0 273 367
0 203 890
1 565 570
0 12 948
0 279 667
1 906 981
0 43 686
0 181 308
0 58 162
0 23 404
0 22 47
0 89 955
1 581 968
0 915 973
0 265 689
0 282 519
0 390 822
0 415 910
1 27 490
0 608 952
0 398 754
0 290 629
0 633 861
1 156 490
0 109 398
0 195 695
1 427 971
0 126 531
0 175 324
0 413 747
1 113 256
1 316 539
0 196 457
0 222 790
0 274 1020
0 826 873
0 136 694
0 395 668
0 16 381
0 182 496
0 48 811
1 356 814
1 440 546
1 159 961
1 58 438
0 61 689
0 252 1012
0 211 903
0 747 772
1 468 544
1 14 856
0 64 496
0 173 179
1 253 319
0 51 603
1 340 861
0 766 817
0 792 1009
1 103 967
0 224 868
0 377 685
0 218 540
0 765 875
1 74 601
0 208 472
0 135 159
0 616 646
0 640 659
0 260 523
0 288 932
0 334 485
0 522 876
0 418 497
0 4 487
0 224 724
0 581 687
0 226 847
0 309 979
0 740 851
0 207 720
0 679 681
1 265 331
0 384 995
0 562 826
0 720 997
0 707 797
0 597 845
0 182 772
0 9 551
0 175 208
0 4 907
0 668 996
0 176 973
0 116 693
1 568 1004
0 316 570
0 745 964
0 389 871
0 34 699
0 53 711
0 169 729
0 69 850
0 519 822
1 20 639
0 228 615
0 65 198
1 86 190
0 441 916
1 194 593
0 340 837
0 76 134
0 555 814
0 439 990
1 304 469
0 194 579
0 306 534
0 441 819
0 156 288
0 81 456
1 310 412
0 208 521
0 112 418
0 126 568
0 698 922
0 393 745
0 218 794
0 7 973
0 853 989
0 221 372
1 252 267
0 321 971
1 188 240
0 604 980
0 120 203
1 614 711
1 416 643
0 304 400
1 493 883
0 30 687
0 318 389
0 255 866
1 187 725
0 483 498
0 33 505
0 523 982
0 709 992
0 115 869
1 441 919
0 264 932
0 512 612
1 506 722
0 195 627
0 191 420
0 45 189
0 47 107
0 198 914
0 257 982
0 35 687
0 377 821
0 406 640
0 350 429
0 366 831
0 501 623
0 42 1007
0 746 907
0 551 829
0 220 861
0 166 251
0 520 774
0 254 424
0 176 451
0 390 611
0 99 786
0 482 912
0 197 639
1 685 826
0 300 917
1 694 772
1 350 457
1 74 311
0 674 960
0 217 741
0 104 511
0 31 460
0 93 877
0 191 1022
0 117 831
0 161 421
1 364 625
0 549 679
0 768 815
0 155 496
0 153 673
0 629 671
0 123 689
0 619 952
0 341 878
0 352 886
0 39 479
0 198 681
0 65 653
0 355 743
0 550 863
0 631 683
0 610 684
0 534 733
0 160 788
0 136 246
0 171 222
1 49 504
0 844 886
1 117 277
1 390 822
0 621 717
0 401 876
0 84 143
0 100 473
0 142 863
0 297 608
1 668 996
1 61 689
0 933 960
0 167 548
0 963 1014
0 30 91
0 305 772
0 358 547
0 24 879
1 689 925
0 689 805
0 665 737
0 401 888
0 245 797
0 760 857
1 913 936
0 138 594
0 73 110
0 690 761
0 167 363
0 597 977
0 261 612
0 793 930
0 277 871
0 787 912
0 159 558
0 490 955
0 649 696
0 365 886
0 273 602
0 402 808
0 222 628
0 77 908
0 303 487
0 7 264
0 688 722
1 258 592
0 277 515
0 613 915
1 51 754
0 301 357
0 214 793
0 318 606
1 206 958
0 7 460
0 583 604
0 840 929
0 587 1008
0 148 933
0 695 830
1 627 843
0 13 319
0 686 997
0 434 705
0 383 929
0 501 995
0 136 494
1 903 977
0 376 614
0 357 374
0 655 981
0 669 990
0 724 975
1 587 934
0 111 769
0 542 874
0 193 457
0 527 936
0 589 759
1 288 716
0 13 97
0 633 842
0 223 328
0 215 663
0 714 903
0 20 314
0 677 751
0 81 849
0 813 976
0 531 999
0 462 748
0 169 334
1 78 366
0 167 779
0 362 603
1 119 405
0 417 902
0 246 692
0 295 789
0 113 634
0 385 967
0 97 636
0 705 916
0 73 89
0 196 274
0 883 937
1 530 802
0 234 249
0 81 192
0 65 569
0 157 459
0 137 699
1 304 400
0 483 842
0 423 780
0 331 333
0 281 351
0 71 622
0 533 542
0 582 843
0 270 716
1 38 1000
0 854 928
0 216 416
0 770 913
0 81 891
0 4 692
0 441 661
0 164 893
0 209 850
0 220 1007
1 176 606
0 347 390
1 164 324
1 249 290
0 242 685
0 99 535
0 459 562
1 255 604
0 97 160
0 350 539
0 294 937
1 611 901
1 226 442
0 284 348
0 41 665
0 197 651
1 771 968
0 576 854
1 717 908
0 167 758
0 148 954
0 24 543
0 501 827
0 337 996
0 101 473
0 567 865
0 729 913
0 835 1004
0 147 695
0 28 1007
0 563 900
0 21 712
0 16 58
0 33 214
0 496 546
0 126 939
0 799 1013
0 368 777
0 123 945
0 670 957
1 104 217
0 105 637
1 431 1006
0 652 733
0 493 542
0 187 483
0 213 546
0 771 828
0 928 954
0 77 597
1 53 521
1 504 715
0 631 789
0 389 636
0 69 323
0 272 517
0 693 854
1 637 1023
0 451 464
0 490 804
0 661 889
0 273 636
0 143 447
1 236 866
1 222 810
0 70 503
0 450 817
0 236 735
0 240 750
0 635 641
0 239 253
0 73 624
0 169 536
0 237 796
1 151 516
0 68 489
0 468 1014
0 506 528
0 623 746
0 285 374
1 597 730
0 308 897
1 316 869
0 508 1008
0 641 706
0 607 614
0 689 1001
0 704 709
0 204 385
0 542 938
0 601 728
0 174 507
0 335 1010
0 68 226
0 656 927
0 522 683
0 276 797
0 454 823
0 123 565
0 4 973
0 544 813
0 87 242
0 642 644
0 108 672
0 74 371
0 522 800
1 287 680
1 85 466
0 17 451
0 13 597
0 167 365
0 327 668
0 217 897
0 250 452
0 235 910
0 769 977
0 250 540
0 389 754
0 136 967
1 276 892
0 205 768
0 274 820
0 279 806
0 582 924
1 106 218
0 640 934
1 636 669
0 771 1016
0 308 934
0 132 459
0 131 551
0 239 770
0 294 530
1 96 239
0 211 586
0 160 995
0 80 603
0 381 1008
0 225 1018
1 353 906
0 402 954
0 643 906
0 17 519
0 28 1015
1 36 1011
0 508 595
1 58 556
0 253 762
0 408 957
0 827 936
1 181 786
0 297 472
1 180 849
0 117 682
0 45 164
0 421 564
0 625 976
0 129 151
0 468 595
0 220 635
0 23 814
0 545 993
0 557 971
0 203 666
0 581 711
0 228 372
0 164 533
0 235 300
0 35 814
0 221 784
0 17 428
1 348 392
1 951 1017
1 405 976
0 91 422
0 19 185
0 495 560
0 401 956
0 918 1009
0 405 603
0 122 246
0 360 748
0 453 618
0 6 203
0 371 856
1 428 997
0 72 528
1 191 868
0 275 973
0 796 992
0 447 557
0 72 343
0 275 898
0 601 961
1 447 670
0 137 569
0 61 777
0 310 807
0 185 818
0 108 953
0 145 243
0 183 212
0 317 960
0 748 877
0 939 961
0 524 695
0 316 539
0 461 924
0 9 21
0 219 919
0 32 471
0 181 521
0 150 737
0 645 992
0 281 553
0 784 985
0 578 626
0 707 808
0 308 837
0 381 721
1 397 731
1 350 621
0 61 236
0 221 982
0 211 335
0 822 1018
0 376 772
0 800 974
0 791 971
0 413 474
0 158 443
0 248 347
1 445 731
0 389 557
0 29 736
1 47 835
0 180 863
1 217 870
0 314 689
1 167 709
0 530 559
1 584 727
0 517 546
0 472 837
1 102 827
0 112 528
0 691 722
0 539 714
0 25 261
0 563 850
0 851 959
0 420 773
0 630 903
0 183 650
0 146 526
1 746 870
0 3 8
0 855 973
0 100 404
0 251 254
0 207 348
0 332 504
1 719 901
0 224 372
1 459 559
1 411 702
1 271 605
1 294 423
0 128 397
1 429 945
0 127 710
0 104 919
1 573 661
0 2 962
1 213 546
1 366 612
0 41 438
0 77 136
1 75 956
0 480 486
0 533 613
0 642 975
0 488 599
0 393 1020
0 207 741
1 112 421
1 567 1013
0 214 868
0 46 812
0 353 840
0 111 340
0 12 973
1 38 495
0 252 271
0 367 768
0 684 941
0 764 840
0 337 646
0 322 910
0 284 699
0 312 982
0 855 952
0 409 683
1 633 804
0 835 859
0 777 778
0 504 621
0 573 864
0 688 707
0 134 560
0 763 938
1 469 843
0 732 847
0 15 200
0 319 957
1 133 650
0 294 647
0 531 630
0 270 397
0 458 586
0 133 462
0 596 780
0 171 1000
0 428 737
0 438 569
0 25 416
0 486 953
0 44 105
0 66 794
0 947 950
1 263 912
0 205 368
0 439 743
0 412 446
1 32 451
0 433 452
1 472 923
0 2 8
0 429 479
0 278 831
0 715 830
1 55 812
0 464 562
1 357 706
0 349 852
0 230 264
0 199 606
0 876 997
0 329 535
0 284 306
0 58 247
0 933 966
0 754 1016
0 298 812
0 530 750
0 234 1012
1 141 539
0 97 553
1 33 363
0 34 687
0 91 643
0 463 691
0 56 940
0 803 845
0 404 454
0 524 623
0 147 815
0 8 806
0 48 343
1 175 382
0 457 969
0 175 812
0 536 758
0 430 820
0 415 450
0 457 493
0 552 793
0 110 407
0 9 34
0 111 707
0 73 317
0 878 1012
0 216 965
0 28 392
0 67 962
0 536 908
0 623 649
1 525 936
0 138 643
0 300 377
1 76 298
0 126 841
0 190 965
0 24 678
0 306 968
1 463 942
0 658 938
0 282 536
0 352 649
0 5 672
0 549 715
0 60 199
0 352 483
0 172 796
1 99 784
0 359 837
0 238 981
0 736 760
0 155 958
0 151 435
0 59 413
0 188 798
0 41 254
0 275 555
0 380 525
0 390 838
0 312 741
1 171 795
0 915 988
0 241 888
0 267 955
0 123 529
0 472 709
0 762 890
1 140 557
0 420 551
0 639 1007
0 785 883
1 253 720
1 104 312
0 913 1005
0 148 367
1 468 726
0 571 694
0 48 759
0 300 815
0 76 636
0 38 90
0 316 1022
0 414 886
1 84 289
0 186 413
1 41 501
0 627 797
1 97 484
0 21 478
0 230 666
0 410 892
0 246 1004
1 140 337
0 640 756
1 741 801
0 52 692
0 559 917
1 845 876
0 237 245
0 605 961
0 560 614
0 499 730
1 766 1014
0 566 581
0 68 524
0 265 479
0 143 603
0 217 756
0 96 953
0 313 723
1 182 211
0 38 833
1 48 759
0 268 895
0 256 285
0 891 928
0 320 371
0 97 880
1 84 809
0 308 622
0 358 891
0 427 479
0 395 431
0 274 402
1 674 903
0 153 560
1 67 956
0 133 304
0 341 751
1 343 934
0 383 984
0 651 797
0 271 310
0 94 251
0 546 739
0 337 639
0 175 660
0 551 1012
1 580 970
0 17 592
0 926 932
0 156 976
0 531 861
0 86 1021
0 422 979
0 93 587
0 69 910
0 240 354
1 833 919
0 307 833
0 496 855
1 63 783
0 523 668
0 7 11
0 610 790
0 11 492
1 313 658
0 189 429
0 97 180
0 764 953
0 693 753
0 117 320
0 71 755
0 347 604
0 419 854
1 296 438
0 349 473
0 216 558
0 745 939
0 230 629
0 79 860
0 298 846
1 356 676
0 205 311
0 306 464
0 512 886
1 45 189
0 321 597
0 880 890
0 58 589
0 419 1014
0 411 542
1 279 667
0 541 773
0 556 667
0 370 691
0 538 902
1 172 198
0 301 505
0 275 1019
0 378 581
1 90 475
0 240 366
0 205 800
0 404 720
0 159 355
0 39 740
0 16 775
0 854 902
0 227 473
0 114 918
0 723 953
0 16 320
0 105 669
0 6 574
0 35 830
0 422 902
0 606 716
0 548 936
0 543 732
0 92 863
0 753 770
0 621 883
0 127 670
0 794 993
0 105 519
0 105 272
0 595 699
0 306 783
1 64 921
0 67 355
1 57 841
0 849 1005
0 495 534
0 304 988
0 171 254
1 550 824
0 2 517
0 794 1010
0 285 720
1 255 817
0 288 474
0 374 437
0 564 712
0 18 284
0 688 716
0 64 519
0 374 605
1 71 282
0 192 784
0 293 815
0 202 854
0 184 974
0 59 974
0 72 733
0 146 385
1 70 569
0 508 944
0 819 884
0 668 819
1 75 236
0 38 170
0 72 186
0 185 543
0 662 710
0 503 778
0 486 498
1 163 870
1 251 684
0 71 898
0 185 826
0 778 801
0 746 1000
1 277 672
0 330 342
1 780 968
0 601 925
0 47 800
0 254 666
0 572 664
0 25 184
0 175 464
0 131 246
0 132 870
1 292 840
1 574 917
0 392 657
0 370 384
0 342 583
0 83 436
1 57 290
0 210 276
0 22 550
0 95 822
1 571 971
0 206 288
0 339 1020
0 502 881
0 103 330
0 100 1011
1 120 293
0 524 611
0 161 165
0 546 1022
1 521 903
0 343 1000
0 904 1013
0 403 503
1 176 247
0 3 948
0 435 927
0 254 595
0 404 673
0 360 991
0 93 786
0 229 957
0 647 780
0 43 708
1 456 815
0 922 956
0 117 343
0 332 735
0 94 730
1 803 950
0 245 561
0 270 356
0 575 742
0 90 728
0 233 502
1 565 1011
0 404 914
1 388 863
1 33 208
0 270 743
0 111 992
1 374 605
0 24 906
0 2 288
0 442 845
0 67 552
0 759 1018
0 184 602
0 383 774
0 182 600
0 40 188
0 471 944
0 293 853
0 435 820
0 421 615
0 187 699
0 214 365
0 206 907
0 499 925
1 138 365
0 396 610
0 787 885
1 617 670
0 248 526
0 484 576
0 153 164
1 577 847
0 457 825
0 11 357
0 460 806
0 136 1021
0 544 944
1 390 645
0 332 401
0 89 530
0 23 899
0 489 521
0 16 625
0 840 932
1 446 597
1 338 731
0 29 61
0 255 473
0 747 891
0 812 856
0 600 956
0 419 640
0 506 755
0 81 550
1 623 746
0 684 865
0 340 756
0 73 818
0 527 735
0 162 720
0 47 49
0 52 137
0 373 404
0 229 343
0 270 351
0 379 698
0 687 905
0 600 986
1 352 886
0 135 782
0 648 806
1 519 780
0 110 793
0 497 589
0 769 814
1 66 561
0 115 1016
0 33 641
0 11 29
0 409 765
0 209 224
0 259 512
1 80 155
0 199 301
0 569 765
0 241 817
1 511 961
0 531 609
0 706 986
0 388 819
0 359 964
0 833 932
0 398 580
0 234 500
0 742 931
0 497 839
0 330 826
0 310 989
0 699 851
0 202 405
0 429 708
0 351 550
0 545 710
0 149 473
0 351 804
0 109 303
1 525 582
1 910 960
0 642 752
0 15 284
0 487 761
1 379 698
0 257 497
0 424 570
0 162 266
0 753 1020
1 211 877
0 196 925
1 693 854
0 173 760
1 224 489
0 1010 1023
0 134 519
0 300 856
0 548 617
0 244 525
1 121 706
1 758 897
0 879 903
0 690 714
1 285 786
0 409 865
0 659 810
0 283 487
0 311 663
0 43 370
0 14 734
1 310 807
0 492 902
0 118 234
0 426 787
0 58 356
0 174 275
0 380 581
1 151 333
0 879 983
0 422 873
0 324 1017
1 394 751
0 142 801
1 498 569
1 534 733
0 67 481
0 218 319
0 504 906
0 10 71
0 9 340
0 314 509
0 407 519
0 485 497
0 268 882
0 239 439
1 135 782
0 59 937
0 219 772
0 61 374
0 824 887
1 466 977
0 459 667
1 312 1004
0 192 536
1 275 1006
0 201 822
0 215 685
0 271 299
0 84 89
0 638 743
0 256 426
0 91 369
1 619 744
0 987 1017
0 398 404
0 166 721
0 785 1011
0 407 503
0 318 499
1 218 372
0 184 250
1 353 744
0 209 1008
0 184 551
0 424 735
0 347 740
0 64 961
0 526 815
0 916 1015
1 202 405
0 811 812
1 490 887
0 1021 1023
0 226 408
0 729 959
0 322 999
0 263 868
0 486 1005
0 708 768
1 137 482
0 432 706
0 725 850
0 119 197
0 450 648
0 441 670
1 796 992
0 451 854
0 302 606
1 41 997
0 234 588
0 781 875
0 98 802
0 494 512
1 497 551
1 199 219
0 372 634
0 813 834
0 309 464
1 337 984
0 721 781
1 358 991
0 5 7
0 243 544
0 980 1016
0 201 752
0 105 459
0 130 542
0 333 346
0 162 425
0 248 459
1 299 622
0 514 893
1 330 806
0 581 599
0 956 1020
0 540 751
1 332 401
0 484 549
1 38 705
0 506 817
0 216 566
0 269 751
0 142 481
1 644 917
0 144 792
1 3 60
0 629 680
0 63 104
0 279 778
0 683 942
0 35 986
0 121 452
0 604 648
0 76 528
1 151 669
0 387 898
0 956 959
0 119 396
0 353 678
0 221 439
0 356 445
1 54 657
1 100 114
0 535 593
0 165 535
0 68 817
1 735 987
0 103 577
0 413 789
0 81 333
0 753 948
0 372 483
0 755 1019
0 114 942
0 623 740
0 622 692
1 128 140
0 411 710
0 260 907
0 442 945
0 210 881
0 405 781
0 47 371
1 930 1001
0 415 522
0 37 74
1 239 568
0 363 765
0 362 535
1 183 451
1 491 940
0 377 807
0 217 989
0 59 590
0 611 724
0 548 839
0 49 417
0 33 501
0 425 691
0 55 566
0 277 896
1 254 690
0 434 934
0 223 991
0 308 767
0 599 719
0 499 689
0 152 755
1 186 437
0 835 905
0 777 784
1 395 527
0 91 773
1 253 762
0 106 787
0 118 724
0 360 728
0 305 979
0 405 444
0 4 785
0 191 976
0 688 836
0 469 664
0 109 657
0 376 496
1 70 503
0 730 786
0 527 870
0 41 780
0 496 571
1 347 973
0 592 913
0 239 337
